cod_cliente,churn_real,churn_predito,probabilidade_churn,diagnostico
38131,1,1,0.9998110218740321,Verdadeiro Positivo (Acertou Churn)
45174,1,1,0.6322570203455202,Verdadeiro Positivo (Acertou Churn)
46603,0,0,0.011199576368380901,Verdadeiro Negativo (Acertou Ativo)
22080,0,0,0.0016933461661895583,Verdadeiro Negativo (Acertou Ativo)
16519,1,1,0.5024545586639335,Verdadeiro Positivo (Acertou Churn)
46011,1,0,0.3877887362440602,Falso Negativo (Churn Invisível)
38798,1,1,0.9798755605914431,Verdadeiro Positivo (Acertou Churn)
46845,0,0,1.7957167970826865e-05,Verdadeiro Negativo (Acertou Ativo)
44524,1,1,0.6284559615187919,Verdadeiro Positivo (Acertou Churn)
20849,1,1,0.9728657225697032,Verdadeiro Positivo (Acertou Churn)
41034,1,1,0.7945678695727125,Verdadeiro Positivo (Acertou Churn)
41375,1,1,0.5085420252086988,Verdadeiro Positivo (Acertou Churn)
28072,1,1,0.9313892582745418,Verdadeiro Positivo (Acertou Churn)
12429,0,0,6.824874248138173e-06,Verdadeiro Negativo (Acertou Ativo)
22611,0,1,0.7523070516991476,Falso Positivo (Alarme Falso)
41686,0,1,0.5243283639795012,Falso Positivo (Alarme Falso)
45826,0,1,0.5641615059107068,Falso Positivo (Alarme Falso)
17348,1,1,0.9558353341315435,Verdadeiro Positivo (Acertou Churn)
46362,1,1,0.6166188055172148,Verdadeiro Positivo (Acertou Churn)
41307,1,1,0.8268331855134535,Verdadeiro Positivo (Acertou Churn)
11623,0,0,0.25256865865158995,Verdadeiro Negativo (Acertou Ativo)
43029,1,1,0.7998655772799897,Verdadeiro Positivo (Acertou Churn)
18537,1,1,0.620125873047581,Verdadeiro Positivo (Acertou Churn)
39125,1,1,0.8835069907494171,Verdadeiro Positivo (Acertou Churn)
37815,1,1,0.88328321843054,Verdadeiro Positivo (Acertou Churn)
39501,0,1,0.6898665075600148,Falso Positivo (Alarme Falso)
19610,1,1,0.8876174010354619,Verdadeiro Positivo (Acertou Churn)
26151,1,1,0.8093732526369719,Verdadeiro Positivo (Acertou Churn)
39088,1,1,0.8129971436654264,Verdadeiro Positivo (Acertou Churn)
